id,premise,hypothesis,lang_abv,language,label
3eaf81675c,"Yes, have a great summer.","Yes, have a nice summer.",en,Spanish,0
b54a83f317,I don't see what he expected me to do.,I know he knew I would never finish this day at night.,en,Swahili,2
aec61fd449,"Hindus then went on the rampage through Sikh communities, resulting in a round of communal violence.",The Hindus peacefully protested against the Sikhs.,en,English,2
9bc80f9406,oh i enjoyed it i mean it was just more for my money,It was worth the money for the time.,en,English,1
fc004b28ed,"Forty years ago, a student named Betty Groh Tower entered a medical record and became our first graduate.",Betty Groh Tower graduated for forty years ago.,en,Chinese,0
38da65f6e0,"At least they're getting stoned first, I rationalized.","It's awful that they get stoned first, I argued. ",en,English,2
250e1e3487,yeah that's the World League,That's the World League that you can join.,en,English,1
42bc978ade,'You burned down my house.','You set fire to my home and it burned down.',en,English,0
18d329af1c,"Huntington--like Buchanan--claims not to be a cultural  He is defending the integrity of all cultures, theirs and ours.",They may be defending other cultures despite not wanting to.,en,English,1
7c167365a6,not only that but they don't pay the money either,They've paid out their life savings.,en,English,2
40bc85a4e3,8. Jury Nullification.,"On average, the jury nullifies 1 in every 50 cases.",en,English,1
26f6452d02,"Land of Lincoln helped Tasha Johnson of Marion get Social Security benefits to support her four children after the 29-year-old woman was diagnosed with non-Hodgkin's lymphoma, a type of cancer, she said.",She loves her children.,en,English,1
d4709c7130,"Ask Cook if she's missed any."" It occurred to me very forcibly at that moment that to harbour Miss Howard and Alfred Inglethorp under the same roof, and keep the peace between them, was likely to prove a Herculean task, and I did not envy John. ","To keep the peace between Miss Howard and Alfred Inglethorp would be difficult, in the aftermath of their divorce. ",en,English,1
042626ee07,The final consequence of Livingston's resignation is that it has allowed Clinton to appear heroic.,Livingston resigned seems to have made President Clinton forgiven.,en,Vietnamese,0
a4939001a4,The trick is to think of themselves less as the new sheriff in the city and more as one of the nanes that children von TRAPM have killed before Maria.,I agree to comply with the law and order and want to respect my power as a sheriff.,en,Bulgarian,2
8f5927d246,they don't allow they don't do that,"Yes, it's allowed and they do it often.",en,English,2
9dbc3a463d,Such a knowledgebased process enables decision makers to be reasonably certain about critical facets of the product under development when they need this knowledge.,They wanted to share what they have already researched.,en,English,1
2cda19c703,You will find a number of Mary's personal effects on display.,A number of Mary's personal effects can be found on display.,en,English,0
16d78dd678,You'll even be able to consult a traditional herbalist to cure your ailments.,You will not be allowed to consult with traditional herbalists.,en,English,2
e4d069e618,What happened to the traditional approach to finding a sacramental goat of the army?,In the past there is no evidence of using the rape by the army.,en,Hindi,2
d5d8d318ed,yeah what do you do,What do you do with the teeth?,en,English,1
98e25172b3,and take it easy now good night,"Goodnight for now, I'll see you tomorrow.",en,English,1
c095f5816a,"You can count on me, if necessary, for one million dollars.",I'm good for one million dollars. ,en,English,0
2394907a6a,"We have so many accomplishments in which we remove, I can not imagine a better partner to help us carry out.",We have a lot to do.,en,French,0
ac40a66920,See Wallis and Varjabedian for modern pictures of old Moradas were found in northern New Mexico.,There are no known old photos of Moradas in New Mexico.,en,Swahili,2
f3bf0f56a5,"Although the members of the CVR board considered to give money in the form of a loan, not the grants, on the request of their vote funding - Milne and Ralph took the meeting - unanimously",Members of the CVR board could not come on an agreement on the way and in return the vote was divided into between.,en,Hindi,2
e03e4acdb9,"Sure, the man yells back, you're in a hot air balloon about 30 feet above this field.","""Sure."" The man yells ""youre in a hot air balloon about 30 feet high above the field ",en,English,0
3d39c84b92,"Part of the reason for the difference in pieces per possible delivery may be due to the fact that five percent of possible residential deliveries are businesses, and it is thought, but not known, that a lesser percentage of possible deliveries on rural routes are businesses.","It is thought, but not known, that a lesser percentage of possible deliveries on rural routes are businesses, and part of the reason for the difference in pieces per possible delivery, may be due to the fact that five percent of possible residential deliveries are businesses.",en,English,0
c74aed4040,But he was in a hurry to land.,The person was rushed.,en,Spanish,0
3cc1a87566,of course you got to charge it and keep your cash,You have to charge you new credit card.,en,English,1
c2f9405602,See Wallis and Varjabedian for the modern photos of the ancient Moradas that are still in the northern New Mexico.,Ancient Moradas can be found in the northern part of New Mexico.,en,Greek,0
5f4e026cd2,"Yes yes, where I work, you have two weeks when you start, and then, every year they give you an extra day until you have four weeks.",The duration of your leave has increased in the city positions.,en,French,1
861b820c23,"The influence of H. H. Richardson continued less in time;But at least 20 years of Romanesque Styles of Richardson's Board changed the United States as aesthetic juggernaut, on the colorful definition of the crave.",Richardson was not an influential for a long time.,en,Russian,0
657235ac78,and uh really they're about it they've got a guy named Herb Williams that that i guess sort of was supposed to take the place of uh Tarpley but he uh he just doesn't have the offensive skills,"If Herb Williams had more offensive skills, he would have taken Tarpley's place.",en,English,0
a041e0ae8c,yeah it's definitely a way out of the way where  where as,"Yes. There is a definitely a way out of there, where as there isn't a way out of the other field.",en,English,1
4ecd3d5876,"However, the analyst's email reflects that she is confusing a series of legal barriers and barriers to information sharing and rules that adjust the use of criminal collection staffCross through intelligence channels.",Analysts have not been clear about many things.,en,Vietnamese,0
3084c9cce9,"Next to the church is all that remained from a contra-aquinkum, an excavated area with benches, signs and reliefs.",On the square it was impossible to sit down.,en,Russian,2
989185ee67,"Many are based on industry-recognized models such as the Constructive Cost Model (COCOMO), PRICE, Putnam, and Jensen.",Many are said to be based on models such as the Constructive Cost Model.,en,English,0
9fc1751c15,Other work currently undergoing or planned,We have no plans in the future.,en,Chinese,2
09feca4a79,You should see danger.,You really need to pay attention to the emergency.,en,Chinese,0
ea87694998,"PDBS was not reported regularly about Congress leaders, although this thing could have been in some other intelligence briefing.",It is believed that all people in Congress were notified about the Power Development Board.,en,Urdu,2
f7d1655e97,"She left him, and then leaned on the rail with Wolverstone, he looked at the ship carrying a dozen sailors, from a scarlet face, sitting near the command of the stern.",Boats are equipped with twelve crews.,en,Chinese,0
ba1006700b,Guards would regulate those who entered and departed.,Guards had big guns and swords.,en,English,1
0abb9434d5,"He married Dona Filipa Moniz (Perestrelo), the daughter of Porto Santo's first governor, and lived on the island for a period, fathering a son there.","He landed on the island but soon left for greener pastures, before later dying alone and childless.",en,English,2
69af373971,Visitors can also watch the default multimedia movie for 28 minutes from Barcino Barcelona.,Barcelona - Barcelona is the basis of audio and image that embodies the default date.,en,Arabic,0
e3099d22d4,Some civilian employees Port Authority remained on different high floors to help people stuck and help in the evacuation.,Some employees of Port Authority sacrifice their lives to help people evacuate.,en,Vietnamese,1
67c0be4798,The highest virtue of the postwar constitutional order of Germany was then the biggest victim of the Nazi regime.,Nazi mode allowed it.,en,Bulgarian,2
d3c2333627,"The third row of Exhibit 17 shows the Krewski, et al. ",Exhibit 17 has 2 rows.,en,English,2
3d00ec6e4a,"The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up, he was thinking about how much embarrassment it would have caused him by my saying, please sit down.",The South African priest did not know of a person named Clinton.,en,English,2
fe51943a3a,"If I work at it, I might even be able to pick up some endorsements from members of the Sonics.",I don't need to put any work to get the endorsements I want.,en,English,2
cabb7803e1,"Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.",Local advertisements are beautiful. ,en,English,2
d81f93f006,"For a recording of the exchange between John and Dave see CIA emails, Dave to John, 17., 18, 24 May 2001;CIA E-Mail, Richard to Alan, identification of Khallad, July 13, 2001.",Dave was on vacation throughout May and therefore did not send e-mails.,en,German,2
4f8b9349df,how do you like it well,What are you thoughts on firearms?,en,English,1
97e2230006,"A boat that had approached from the shore without being seen scratch and hit the big red hull of Arabella, and a hoarse voice sent a call cry.",Arabella is a red outside boat.,en,French,0
67af221283,The only reference I have to describe the verse (The Book of the Penguin Book of Comics).,The memory I have has a confusing.,en,Swahili,0
c096732198,The last thing we want is any more attention or any more bounty hunters.,They waived their hands to get more attention.,en,English,2
b8062664d9,"No, don't answer.",Please respond.,en,English,2
1946174ff0,"To assist programs with implementing these web sites, the Northwest Justice Project and ProBonoNet in New York are hiring two full-time circuit riders to assist grantees with content management and to ensure that each web site supports the entire state justice community.",The Northwest Justice Project and ProBonoNet in New York will fire more people.,en,English,2
55124575f2,"We are assured of success?""","""We are going to fail, aren't we?""",en,English,2
c05877f106,"By taking advantage of them all, we do not need to rely on one side to the system to work.",We can get trouble getting sharp in certain things but should not be such a complex.,en,Swahili,1
e844ff145b,but we usually know the skirt and skirt and a blouse or a suit or dress it will see us so that I really like working at home because you can wear pants,I do not dress when I work at home.,en,Russian,0
1018ae57e7,It is as if a lot of things that make Texas devices do not even know employees they make the most part,Texas Instructors only makes calculator.,en,Urdu,2
41ce3f8a0b,49 Salary Insurance enables butter to get effective / cost benefits only by paying the existing salary.,Fraudsters do unacceptable things and are not attached,en,Swahili,1
4b6bf1fbea,"Thus, on average, the Ninth New Collegiate of Webster and Random House Webster College has at least fifteen percent more information than US Heritage and Webster's New World.",There is more information in the Webster College compared to the New World.,en,Hindi,0
4e537b329e,"19 Assuming four months of work before the award of the contract, a total duration of 13 months would have been necessary for the renovation of this boiler of 675 MWe.",It took 13 months in total to renovate the boiler.,en,French,0
ecc7853624,Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.,Women converge on this place to light joss sticks and climb the rock.  ,en,English,0
89fb53694f,"Trump, who said he would decide by March whether to run for president, would likely spend $100 million to $200 million of his own money on a campaign.","Even if he ran from President, Trump's campaign would not receive any of his money. ",en,English,2
5d8f41c138,is there still that type of music available,Is that genre of music still a thing?,en,English,0
8a81d24f0d,Your gift is important for our 85th year celebration.,Our gift is not as important as you,en,Urdu,1
eb3c130232,"These features were insufficient, but little was done to expand or reform.",They went through a lot to survive it all.,en,Russian,2
64fdc25be0,"President of NCTC, a national intelligence director, for example, II.Must have the rank of level II but must have a different title.",NCTC President National Intelligence should be at a rank below the administrator assistant.,en,Turkish,2
4062c9e09f,"Standing next to Captain Blood, he looked back, following the indication of the captain's hand, and pushed a cry of surprise.",Captain Blood was notoriously good to promote morality.,en,French,1
b78b765a04,those little kids don't understand it,The little kid understand it perfectly. ,en,English,2
4fc2774e8f,It is a pity that the noise around Finkelstein has drowned his co-author Birn.,Birn has been working together since the beginning of the column with Finkelstein.,en,German,1
286fafd943,The embassy bombings tragedy has provided an opportunity to fully examine the national security threat to which Bin Ladin's imposed.,There was no indication of bin Laden's government to constitute a threat.,en,Turkish,2
7cf8762f15,"See you Aug. 12, or soon thereafter, we hope.",The person was going to attend on August 12.,en,English,1
6c62af5b4e,"He appropriated for the State much of the personal fortunes of the princes, but found it harder to curtail the power of land-owners who had extensive contacts with the more conservative elements in his Congress Party.","He had an easy time of taking money from land-owners in contact with his Congress Party, but couldn't get his hands on the fortunes of individual princes.",en,English,2
e41d784f07,"We hate them because they are smarter, or more studious, or more focused than we are.",We hold no ill will towards them.,en,English,2
533d26654b,Don't miss the open-air market close by the wharves.,The open-air market near the wharves can't be missed.,en,English,0
7e6bf1039a,yeah yeah yeah well because that's the way they they might seem outwardly but boy there's a lots going on in there,What you see on the surface is all of it.,en,English,2
b08572d8a2,"Between 1936 and 1940, Greece was under the military dictatorship of Ioannis Metaxas, which is remembered for Echi (Na), and who surrendered in 1940 in response to Mussolini's Ultimatum.",Greece's economy did not do so much under the military dictatorship of Metaccas.,en,Hindi,1
617ecbc4e6,"For both companies and their actions, see Interview 22 of New York Fire, Battalion 28 (January",At that time there were several companies representing the fire squad of New York City.,en,Bulgarian,0
efff3a9beb,"New Madeirans traded sugar, the era's dominant luxury item, with Britain and Flanders, and they proved skillful in the art of winemaking.",Salt was the dominant luxury item of the era.,en,English,2
4c8b6af1ad,right well the preseason really doesn't mean anything either,"It is alright that they don't play well in the preseason, since it doesn't matter.",en,English,1
9fd6e2903e,Steve Harris was visiting a molecular biologist from Texas.,Steve was a biologist out of town.,en,Hindi,0
f3992d7385,"Its scorecard included measures for accuracy, speed and timeliness, unit cost, customer satisfaction, and employee development and satisfaction.",Unit cost is not a measurement listed on the scorecard.,en,English,2
11d3a735f7,The second set of objections on the social explanation of Latthon is more guilty,Little Tens's publication interpretation is charged on parents.,en,Urdu,0
0f9b3fcddb,"This may lead to an increase in crime.They come and steal your TV, and then sell it.They just can no longer work.",People will work if they have such an opportunity.,en,Russian,1
ed495683f0,Culebra was known as the Spanish Virgin Islands to the power of the power of Americans in the middle between Puerto Rico and St. Thomas in the US Virgin Islands.,Culebra is located near Puerto Rico and Santo Tomás in the US Virgin Islands. UU,en,Spanish,2
b77253aab9,"But he said he thought the Ledfords understood they could qualify only if he put down a stated income, typically an undocumented business income that raises the borrower's interest rate. ",He also believed that a tax return was necessary.,en,English,1
e9055d0373,"Spanish curse and luck is optional - for example the word word literally, meaning 'throw the frog and snake",Uber Sasasu and Kalulber means throw frogs and snakes in French.,en,Urdu,2
832ff6e402,see too much crime on TV and they think it's way to go i don't know what do you think,TV has a lot of crime shown on it.,en,English,0
00e426e07a,um-hum yeah we're still pretty much you know in winter as far as that goes here,It's still pretty much winter here.,en,English,0
d699357e5d,oh really yeah i've i've never seen either one of them,I've never looked at either of them.,en,English,0
623e9ddb4e,At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations.,There is a huge television screen above the coffee bar and cafe.,en,English,0
24131e0f00,"Finally, the FDA will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.",The FDA will only issue videotapes.,en,English,2
bfc5b4353a,The FBI agent received a foreign government a picture of a person who is believed to have organized the bombs against Cole.,"The photo was a little blurry, but the person's face was still visible.",en,Bulgarian,1
8bc3bf15ec,"Instead, we could recommend that, compared with other settings, the prevalence of alcohol problems among ED patients makes it worthy of careful consideration.",ED and alcohol dependency issues are completely unrelated.,en,English,2
6ad1b97cda,When I pulled when he pulled the marquee so I pulled him outHe pointed to both the left-handed device of the aircraft that really dissolved during the flight.,It is difficult to take him out.,en,Thai,1
3a95fdc3ff,"The Ovitz deal, however, contained none of these goodies.",The Ovitz deal contained all of these goodies.,en,English,2
0d6f0fcc51,"Pave!""Blood stopped him with his order, putting his hand to the canonir's shoulder.""","With the help of the murder of arrows, I tried to convey my message.",en,Russian,2
265de5be42,I never said you were a mandrake-man.,I have said you were a mandrake.,en,English,2
36008e0ebe,"This was used for ceremonial purposes, allowing statues of the gods to be carried to the river for journeys to the west bank, or to the Luxor sanctuary.",Statues were moved to Luxor for funerals and other ceremonies.,en,English,0
1e535943d7,How old are young people?,Young people are all under twenty-five years old.,en,German,1
0bf017f322,"This letter is to let you know that, although we have some success this season, we still need your help to continue our work for strong financial management and live theatrical productions",We have all the help we need!,en,Greek,2
aae3f194c3,"We are assured of success?""","""Are we definitely going to be successful?""",en,English,0
af5ada1860,These alone could have valuable uses.,These by themselves could prove valueable. ,en,English,0
ec9fabfd64,"South-West region with a further investigation and records related to the wedding procedures in New Mexico, because the parents of the original Spanish have been aware of explaining and writing their traditions.",There is evidence that the first Spanish descendants could write.,en,Swahili,0
8dbf3daee2,"All of a sudden I sat down on the edge of the table, and put my face in my hands, sobbing out a 'Mon Dieu! ","I had stood my ground for days, but I broke down and started crying.",en,English,1
c214395068,"Normandy Gothic La Martorana Church, which has been partially modified with a front facade and the patio in Baroque style, has a bell tower with a delicate sectional windows extending over four times.",The church seems to be baroque style.,en,Turkish,0
8368b31d96,"In this way, the writing of a word is often related to the same paradigm or other words of their history.",The writing of a word depends on his history.,en,Turkish,0
99ff52ec35,"Was it a sudden decision on his part, or had he already made up his mind when he parted from me a few hours earlier? ","He left in the spur of the moment whilst we were talking, which was quite rude. ",en,English,1
02ddad2b85,"The rule prohibits the sale of nicotine-containing cigarettes and smokeless tobacco to individuals under the age of 18; requires manufacturers, distributors, and retailers to comply with various conditions regarding the sale and distribution of these products; requires retailers to verify a purchaser's age by photographic identification; prohibits all free samples; limits the distribution of these products through vending machines and self-service displays by permitting such methods of sale only in facilities where access by individuals under 18 is prohibited; limits the advertising and labeling to which children and adolescents are exposed; prohibits promotional, non-tobacco items such as hats and tee shirts; prohibits sponsorship of","The rule will be put into effect as of January 1, 2017,  in all 50 states. ",en,English,1
1e0f146d0d,oh really i was um i was TDY at Bent Waters,"I had work at Bent Waters, but only for a little while. ",en,English,1
b015bd367d,I will pick up my feet and sword hats.And went to the small grinding boat,I will be here and not landing.,en,Thai,2
b0a90988f2,The same can be said about the sense of nationality.,This can be applied anywhere else to keep the direction of nationality.,en,Spanish,2
6d922d4843,"The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income, about $22,000 a year for a family of four, Kleiman said.",Low income is the only disqualifying factor in LSC services eligibility.,en,English,1
e9d26d5129,"Part of the reason for the difference in pieces per possible delivery may be due to the fact that five percent of possible residential deliveries are businesses, and it is thought, but not known, that a lesser percentage of possible deliveries on rural routes are businesses.",Reason for a lesser pecentage of possible deliveries on rural routes might become more clear in the future.,en,English,1
6630267608,right and uh there's usually nobody running against you know the incumbents,There are numerous candidates running against the incumbents.  ,en,English,2
917518907c,"Cruises are available from the Bhansi Ghat, which is near the CityPalace.",Bhansi Ghat is famour for the ability to take cruises.,en,English,1
a027e631c8,And she came to you?,The person asked if the woman came to the other person.,en,English,0
85709747fc,Because the paper did not say that.,The paper did not explain that.,en,English,0
105b3d4a34,The Kal nodded.,The Kal then shook its head side to side.,en,English,2
b5b88fd2f1,"In Brensencht, Otto Frank and his family were hiding at the top of its commercial buildings for more than two years before it was discovered.",Otto Frank was arrested on the second day.,en,Arabic,2
66e191f450,Most of the discussion against the slope are returning which subjects are associated with abortion.,This discussion has no relevance to abortion.,en,Turkish,2
e49e1debf9,"Dennette distinguishes between Darwinese living beings, Propperian living beings and Gregorian living beings.",Densett preferably Darwinist creatures.,en,German,1
14fa5a14d0,We have goneAnd it is a competition since then,The competition starts from us 4 years.,en,Thai,1
185917d746,and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual,"If people repeatedly commit the same crimes, why bother letting them out?",en,English,1
f0f90800d1,"In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",en,English,1
13a720d11e,"You wonder what youre going to be when you grow up, lawyer Smith said. ",You have no dreams for the future.,en,English,2
3bba797443,The idea that Clinton's approval represents something new and immoral in the country is historically shortsighted.,Clinton's approval is the result of the country liking the effect that the administration has had on the economy.,en,English,1
ad7491e7ee,"It sounds perfect, said Jon.",Jon was talking to someone that he agreed with on most things.,en,English,1
24d2663ed6,"Third, the hellfire hopper, which was worn by the predator, needed work.",The Hellfire blast head is now ready to be worn on Predator,en,German,2
dae857179e,"Bettelheim committed suicide in 1990, evidently having found life unbearable, despite (or because of) his fictions.",Bettelheim killed himself in 2005.,en,English,2
d0b90b370c,"This town, which flourished between 6500 and 5500 b.c. , had flat-roofed houses of mud and timber decorated with wall-paintings, some of which show patterns that still appear on Anatolian kilims.",The houses in this town are run down and made from mud.,en,English,1
19976c4632,"He stopped at the sight of Captain Blood and saluted, as it belonged.But the smile, which lifts the muzzle of the officer, was horrible hemish.",He could see Captain Blood.,en,German,1
73f2518e62,"Today, nothing remains except the foundations.",The foundations were replaced.,en,English,2
b6caae266c,Such a knowledgebased process enables decision makers to be reasonably certain about critical facets of the product under development when they need this knowledge.,They refused to help with the process at all.,en,English,1
a52cf9f3de,It was a black person with light skin.,It has incredibly dark skin.,en,Greek,2
cc03ddc2ca,"This marvelous Victorian-Gothic building is famous for the fanciful stone carvings around the base of its pillars (one pillar, reputedly depicting the club members, shows monkeys playing billiards).",The Victorian-Gothic building is famous for their rude members.,en,English,2
5558887240,"And frankly, the number seems a tad low to me.",The number looks low in my opinion.,en,English,0
c19e40eac2,That's why we tried to kill you.,That's why we saved your life.,en,English,2
976c77ee41,"I reported to certain persons in Del Rio, then I was forced to go to the database of the Air Force in the lafle, which recently revealed again.","Lowned Air Force Base is a house for 10,000 soldiers.",en,Russian,1
5243a61aa8,This is arguably starting to distort the practice of science itself.,This began to distort scientific practice. ,en,English,0
ddd02d184c,This site includes a list of all award winners and a searchable database of Government Executive articles.,The Government Executive articles housed on the website are not able to be searched.,en,English,2
8650fd1b7f,"Mykonos has had a head start as far as diving is concerned because it was never banned here (after all, there are no ancient sites to protect).",Protection of ancient sites is the reason for diving bans in other places.,en,English,1
a65f386749,"With strengthiness, Spanish managed to establish a beach.",Spanish people made beaches.,en,Hindi,0
76cb93ee92,He had never felt better.,He felt very sick.,en,English,2
9666f84071,"What's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind.",Those left behind will need a program for stabilizing conditions if they cannot evacuate. ,en,English,0
d225c20869,And it makes you feel very bad.,It terrorizes you.,en,Urdu,0
c6f0f97ea1,"As a high idea he said, among the representatives of children and their culture, everyone looks in social communications, because they are engaged in a joint activity.",Children are unable to share high forms of ideas.,en,Hindi,2
90d9d1238a,"Escaped or abandoned raccoons have been breeding in the wild for the past 20 years and have damaged corn crops, watermelon and melon farms, and rainbow trout hatcheries, the paper said.","Raccoons, if they are escaped or abandoned, tend to go to the seaside- this is what has been happening for the past 20 years.",en,English,1
0c1d674391,"The Chinese calendar was used to calculate the year of Japan's foundation by counting back the 1,260 years of the Chinese cosmological cycle.",The calculation of Japan's year of foundation was very exact.,en,English,1
8b9875e0a4,Workers are also represented in civil rights and retaliation claims.,Some workers are represented in civil rights and retaliation claims.,en,English,0
1c45dada85,The game of billiards is also hot.,People like billiards.,en,English,0
e23c55c5b4,"Only trouble was, they had infinite ammunition...we only had so many bullets.",They had a lot more bullets than we did.,en,English,0
1b32606550,"That first glimpse of the towering, steepled abbey rising from the sea on its rock is a moment you will not forget.",The abbey is not of great height and lacks a steeple.,en,English,2
d9e1f2816a,"The knight depends on the horse, Latin Caballus horse.",The name of the knight is pointing to the bond with his horse.,en,Turkish,0
e21e2085f4,I mean that the independent agents assume that society has an individual or group congenital know how to continue to bring his living in natural games from which his world is held.,"Agents made $ 80,000.",en,Bulgarian,1
658f9f5853,A 1997 Henry J. Kaiser Family Foundation survey found that Americans in managed care plans are basically content with their own care.,The henry kaiser foundation shows that people will always be content with how their healthcare is,en,English,1
86100c293b,no i i just painted,I didn't just paint. ,en,English,2
3c6a1e52fe,"However unsatisfactory and over-argued the revisionist case, it did make one serious  that the United States had clear national and economic interests and found the Cold War an unusually congenial way to pursue them.",The revisionist case resulted in the United States changing its policy.,en,English,1
07add0a85a,"Britons, however, trumpet their poet laureate as worthy of the ranks of Blake, Keats, Hardy and Auden (the Times of London).",Britons are the proudest nation in the continent of europe.,en,English,1
07e55edb23,"ok, ok, don't go through everything possible",You can just tell me the end of the story.,en,Bulgarian,1
5cdb46ca79,At the pictures the crooks always have a restoorant in the Underworld.,The crooks tend to have it in pictures about the Underworld.,en,English,0
701a4aa787,"I heard so, he was accepted in a hoarse voice.",Had heard something.,en,Turkish,0
4f91c51115,"It is also true for famous Hoosiers like James Whitcomb Riley, Eugene V. Debs and Madam C.J.",Eugene Debs has never left California.,en,Vietnamese,2
af5dae33b9,The spear missed Vrenna by only a hand-span.,The spear smacked the man in the face. ,en,English,2
d2465eecd2,"Oh yes yes, it's a great place for a visit, really yes",Hawaii is my favorite resort.,en,German,1
3cdfe585bc,"In a ranch you can hear someone say: Today we have to distinguish these crafted oxen, meaning rather 'separate those to be transported.",People do not talk on farms.,en,Greek,2
2f73050be8,"He appropriated for the State much of the personal fortunes of the princes, but found it harder to curtail the power of land-owners who had extensive contacts with the more conservative elements in his Congress Party.","He was able to take much of the princes' individual fortunes for the State, but it was more difficult to wrest power from land owners in contact with the conservative elements of the Congress Party.",en,English,0
3a9059a3ab,Mary Tare will tell you about it.,Mary Trail can tell about the donkey,en,Russian,1
1a8516ce0b,"People who do not know the languages concerned will probably have no answers to these rhetorical questions, but I am sure they will prefer to save them the odious truth.",People who do not speak the language will have trouble responding.,en,French,0
2daa1fdf95,Should I praise him?,Should I praise his piano?,en,Chinese,1
64da9a705c,Each room was outfitted with a leather sofa and three fold-out beds for students exhausted after a full day of hard work.,Students received housing with sofas and beds to rest in.,en,English,0
dcba68697f,for a change i i got i get sick of winter just looking everything so dead i hate that,Winter is all year long.,en,English,1
8252774a07,"Under the altar is a hole enclosed by a silver plate, where the cross of Jesus, the tradition, was set up together with those of the two thieves on one of the two sides.",There three people were crossing.,en,German,0
f0531bb84c,Is there a better way?He asked.,He did not ask any questions as he knew he had chosen the best way.,en,German,2
0b94655ee2,looking at that and you know and if it's if it's funny or if it keeps my interest if it's exciting i'll watch it if not i don't and times that i saw that or pieces of that it wasn't any it wasn't great Thirty Something i watched a few times because there was a few good episodes and then after that it it i just lost interest in it,Thirty Something was one of my favorite shows until I lost interest in it.,en,English,1
c91c063169,yeah they were my favorite team for a while,They were always the worst team ever.,en,English,2
65fdd34759,She is not like Swedish Church Swedish Church,This Swed Church and Swedish Church are the same.,en,Hindi,2
24678ba169,and oh okay and then went to Colorado,I had to move back to Nebraska just to survive.,en,English,2
2fd832eee4,Time reports that Harrer denies having known she was.),Harrer was will aware that she was.,en,English,2
d17870fe94,"Yes, I have two boys: 12 and 16 years old.",I have two sons who are now twenty with something.,en,Russian,2
e6b553d7d8,"In the absence of a formal motion to withdraw, a lawyer registered in the Federal Court remains responsible, both ethically and under the rules of the Court, for responding to any matter that may arise.","Without a motion to withdraw, a lawyer is responsible for any response except for one that involves citizenship.",en,Spanish,1
9cca02831a,We assume that there is a direct linear relationship between the number of possible quantities,The quantity we calculated is exactly the same as each possible quantity.,en,Chinese,1
59388b1124,"This may be our control tower, he suggested Wensu, pointing to the corner of the bookshelf.",Children play with toy airplanes.,en,Russian,1
27ce366195,Others are specialized just carrying certain passengers.,These regulations involve enhanced security examination.,en,Arabic,1
1cae415486,"At the ministerial talks at the end of June, Tenet was asked to evaluate the possibility of combating Algatea in Taliban with the United States.",This plan was abandoned because the Taliban needs a lot of money and weapons to cooperate.,en,Chinese,1
7491d93729,Bucarle La Quinta Pata Al Gato to find the fifth foot of the cat is very popular with the meaning to seek trouble,There are fifth foot idioms of cats.,en,Vietnamese,0
47ec8f54d2,"Because these names have been listed with the Thai authorities, we can not explain the delay in late again.",The Thai authorities had drawn up a name monitoring list.,en,French,0
edaab91938,"Looking leisurely, he stepped into the wall was erected, and passed through the big gates to the pitch.","Because the big gates are locked, he jumps over the fence, on the field.",en,Vietnamese,2
607f828145,so are can i just ask you are you Canadian,Are you from the U.S.?,en,English,2
0b5c6e1815,We look forward to receiving comments from the readers of this paper.,They discourage people from making comments about the paper.,en,English,2
63385c9ab9,"And she, that, he says, you need to look here, and here ... and points to me, like, three different places where you need to look at the computer.",She said that folders will be on the desktop.,en,Russian,1
cb1d45e186,"Wearing a picture, comfortable shirt and breeches, hooked up from the six and saw it, seeing him, his blondes, clearly concerned lines of concern.",Pit wore a white shirt and brown breeches.,en,Hindi,1
19e0437138,"You claimed to be a repairman for such devices.""  Hanson bent to study it again, using a diamond lens one of the warlocks handed him.","Hanson's nose was almost touching it, as he examined it carefully.",en,English,1
493ecc9672,"The providers worked with the newly created Legal Assistance to the Disadvantaged Committee of the Minnesota State Bar Association (MSBA) to create the Minnesota Legal Services Coalition State Support Center and the position of Director of Volunteer Legal Services, now the Access to Justice Director at the Minnesota State Bar Association.",The Legal Assistance to the Disadvantaged Committee contains seventeen members.,en,English,1
f2ad5ff145,"His diet was of wheaten bread,",He ate nothing else apart from wheaten bread.,en,English,1
32b7fa129c,Programs that do this typically have successful cost and schedule outcomes.,None of the programs have successful costs.,en,English,2
2d48f58a2f,that's true i didn't think about that,You informed me of a new perspective.,en,English,0
cca57a54ab,"Depending on the estimated time required to achieve each step from a total of four steps described above, the estimated duration will be performed, causing the SCR to burn one unit completely at about 21 months.",The operation of the SCR in the combustion agency takes a few hours.,en,Thai,2
ca76a473eb,"In addition, let the limitations of the data be clear, so that incorrect or unintended conclusions of them are not extracted.",It is important that the data limits are shown.,en,Spanish,0
